Source,Object_Name,Category,Department,Extension_Type,Size_KB,Created_Date,Modified_Date,Owner,Location,Priority,Storage_Tier,Stars,Forks,Open_Issues,Visibility,Default_Branch
N/A,InsiderDevTour18-MR,GitHub Repository,microsoft,C#,337835.0,2018-05-17 22:33:59.000000,2026-06-11 02:47:48.000000,microsoft,https://github.com/microsoft/InsiderDevTour18-MR,Medium,Unknown,15.0,9.0,3.0,public,master
N/A,InsiderDevTour18-Modernize,GitHub Repository,microsoft,C#,6182.0,2018-05-17 22:21:53.000000,2026-06-11 02:47:28.000000,microsoft,https://github.com/microsoft/InsiderDevTour18-Modernize,Medium,Unknown,9.0,6.0,2.0,public,master
N/A,InsiderDevTour18-Office,GitHub Repository,microsoft,N/A,5312.0,2018-05-17 22:24:21.000000,2026-06-11 02:47:42.000000,microsoft,https://github.com/microsoft/InsiderDevTour18-Office,Medium,Unknown,9.0,8.0,3.0,public,master
N/A,InsiderDevTour18-PWA,GitHub Repository,microsoft,JavaScript,26106.0,2018-05-17 22:22:48.000000,2026-06-11 02:47:35.000000,microsoft,https://github.com/microsoft/InsiderDevTour18-PWA,Medium,Unknown,10.0,10.0,3.0,public,master
N/A,InsiderDevTourDemos19,GitHub Repository,microsoft,JavaScript,354124.0,2019-05-15 00:49:36.000000,2026-07-31 13:06:19.000000,microsoft,https://github.com/microsoft/InsiderDevTourDemos19,Medium,Unknown,86.0,54.0,5.0,public,master
N/A,Install-MCASSiemAgent.ps1,GitHub Repository,microsoft,PowerShell,7.0,2020-02-06 20:58:51.000000,2026-06-11 13:39:27.000000,microsoft,https://github.com/microsoft/Install-MCASSiemAgent.ps1,Medium,Unknown,5.0,5.0,1.0,public,master
N/A,Instance-Adapter-for-Microsoft-Dynamics-CRM,GitHub Repository,microsoft,C#,166.0,2015-09-08 17:02:53.000000,2025-11-25 19:28:10.000000,microsoft,https://github.com/microsoft/Instance-Adapter-for-Microsoft-Dynamics-CRM,Medium,Unknown,26.0,21.0,1.0,public,master
N/A,Integration,GitHub Repository,microsoft,C#,32277.0,2017-07-12 21:46:54.000000,2026-07-29 22:18:46.000000,microsoft,https://github.com/microsoft/Integration,Medium,Unknown,94.0,82.0,9.0,public,master
N/A,InteractiveDataDisplay.WPF,GitHub Repository,microsoft,C#,2812.0,2017-09-13 08:02:24.000000,2026-07-21 23:28:07.000000,microsoft,https://github.com/microsoft/InteractiveDataDisplay.WPF,Medium,Unknown,1012.0,269.0,35.0,public,master
N/A,Intune-Data-Warehouse,GitHub Repository,microsoft,N/A,37956.0,2017-07-21 20:41:54.000000,2026-06-11 00:01:17.000000,microsoft,https://github.com/microsoft/Intune-Data-Warehouse,Medium,Unknown,47.0,20.0,1.0,public,master
N/A,Intune-DeviceAdmins,GitHub Repository,microsoft,PowerShell,893.0,2018-10-03 23:49:37.000000,2026-08-01 08:11:58.000000,microsoft,https://github.com/microsoft/Intune-DeviceAdmins,Medium,Unknown,92.0,29.0,3.0,public,master
N/A,Intune-PowerShell-SDK,GitHub Repository,microsoft,C#,10525.0,2018-06-12 21:22:44.000000,2026-08-02 11:14:24.000000,microsoft,https://github.com/microsoft/Intune-PowerShell-SDK,Medium,Unknown,373.0,83.0,93.0,public,master
N/A,Intune-Resource-Access,GitHub Repository,microsoft,C#,655.0,2018-03-28 16:50:34.000000,2026-07-31 05:05:41.000000,microsoft,https://github.com/microsoft/Intune-Resource-Access,Medium,Unknown,70.0,60.0,29.0,public,master
N/A,Intune-Win32-App-Packaging-Tool,GitHub Repository,microsoft,N/A,513.0,2018-06-20 23:31:26.000000,2026-06-06 08:41:18.000000,microsoft,https://github.com/microsoft/Intune-Win32-App-Packaging-Tool,Medium,Unknown,89.0,17.0,9.0,public,master
N/A,InventorySample,GitHub Repository,microsoft,C#,20548.0,2018-04-09 18:49:17.000000,2026-07-20 17:07:33.000000,microsoft,https://github.com/microsoft/InventorySample,Medium,Unknown,593.0,197.0,27.0,public,master
N/A,Ironclad,GitHub Repository,microsoft,Dafny,84237.0,2015-09-23 20:44:40.000000,2026-07-31 16:28:33.000000,microsoft,https://github.com/microsoft/Ironclad,Medium,Unknown,268.0,61.0,1.0,public,main
N/A,JSTSdocs,GitHub Repository,microsoft,JavaScript,2185.0,2018-12-10 21:32:03.000000,2026-06-11 12:56:44.000000,microsoft,https://github.com/microsoft/JSTSdocs,Medium,Unknown,17.0,12.0,8.0,public,master
N/A,JSanity,GitHub Repository,microsoft,JavaScript,131.0,2015-10-02 00:03:34.000000,2025-11-25 19:28:25.000000,microsoft,https://github.com/microsoft/JSanity,Medium,Unknown,252.0,38.0,7.0,public,master
N/A,JacquardSDKAndroid,GitHub Repository,google,Java,8950.0,2021-05-03 16:23:05.000000,2026-07-21 09:17:18.000000,google,https://github.com/google/JacquardSDKAndroid,Medium,Unknown,24.0,7.0,1.0,public,main
N/A,JacquardSDKiOS,GitHub Repository,google,Swift,8889.0,2021-05-03 16:23:03.000000,2026-07-21 09:17:16.000000,google,https://github.com/google/JacquardSDKiOS,Medium,Unknown,25.0,4.0,0.0,public,main
N/A,K2Bridge,GitHub Repository,microsoft,C#,5567.0,2020-02-25 11:05:41.000000,2025-11-25 19:28:10.000000,microsoft,https://github.com/microsoft/K2Bridge,Medium,Unknown,63.0,14.0,16.0,public,main
N/A,K8s-Storage-Plugins,GitHub Repository,microsoft,PowerShell,74.0,2018-04-23 23:16:55.000000,2026-06-11 02:43:06.000000,microsoft,https://github.com/microsoft/K8s-Storage-Plugins,Medium,Unknown,43.0,19.0,5.0,public,master
N/A,Komodo,GitHub Repository,microsoft,C,15463.0,2017-09-22 18:48:52.000000,2026-04-17 14:41:02.000000,microsoft,https://github.com/microsoft/Komodo,Medium,Unknown,109.0,26.0,15.0,public,master
N/A,Kotlin-FirViewer,GitHub Repository,google,Kotlin,169.0,2021-02-05 19:01:38.000000,2026-07-21 09:15:07.000000,google,https://github.com/google/Kotlin-FirViewer,Medium,Unknown,51.0,5.0,0.0,public,main
N/A,KubeDevice,GitHub Repository,microsoft,Go,25968.0,2019-04-18 22:30:57.000000,2026-06-11 13:09:31.000000,microsoft,https://github.com/microsoft/KubeDevice,Medium,Unknown,25.0,9.0,1.0,public,master
N/A,KubeDevice-API,GitHub Repository,microsoft,Go,28.0,2019-04-18 22:33:52.000000,2026-06-11 13:09:37.000000,microsoft,https://github.com/microsoft/KubeDevice-API,Medium,Unknown,3.0,10.0,2.0,public,master
N/A,KubeGPU,GitHub Repository,microsoft,Go,61583.0,2017-10-05 23:39:50.000000,2026-06-11 01:43:57.000000,microsoft,https://github.com/microsoft/KubeGPU,Medium,Unknown,364.0,40.0,7.0,public,master
N/A,Kuku,GitHub Repository,microsoft,C++,236.0,2019-10-15 20:34:15.000000,2026-07-26 05:33:27.000000,microsoft,https://github.com/microsoft/Kuku,Medium,Unknown,72.0,19.0,0.0,public,main
N/A,Kusto-Query-Language,GitHub Repository,microsoft,C#,81053.0,2019-04-23 12:59:49.000000,2026-07-28 13:51:59.000000,microsoft,https://github.com/microsoft/Kusto-Query-Language,Medium,Unknown,674.0,120.0,4.0,public,master
N/A,L4,GitHub Repository,microsoft,C++,145.0,2017-01-30 19:33:05.000000,2026-06-11 00:38:26.000000,microsoft,https://github.com/microsoft/L4,Medium,Unknown,209.0,45.0,5.0,public,master
N/A,LIS-Tempest,GitHub Repository,microsoft,Python,8696.0,2016-05-25 14:43:48.000000,2026-06-10 23:05:04.000000,microsoft,https://github.com/microsoft/LIS-Tempest,Medium,Unknown,3.0,8.0,1.0,public,LIS
N/A,LIS3.5,GitHub Repository,microsoft,C,551.0,2013-07-15 22:56:07.000000,2026-06-10 20:38:06.000000,microsoft,https://github.com/microsoft/LIS3.5,Medium,Unknown,34.0,15.0,4.0,public,master
N/A,LLpatch,GitHub Repository,google,C++,203.0,2021-08-17 17:50:55.000000,2026-07-21 09:20:01.000000,google,https://github.com/google/LLpatch,Medium,Unknown,40.0,8.0,1.0,public,main
N/A,LMChallenge,GitHub Repository,microsoft,Python,125.0,2017-09-12 15:21:17.000000,2026-07-20 06:03:35.000000,microsoft,https://github.com/microsoft/LMChallenge,Medium,Unknown,66.0,12.0,1.0,public,master
N/A,LQ-Nets,GitHub Repository,microsoft,Python,29.0,2018-07-19 09:14:18.000000,2026-03-03 01:17:17.000000,microsoft,https://github.com/microsoft/LQ-Nets,Medium,Unknown,245.0,69.0,5.0,public,master
N/A,LUIS-Samples,GitHub Repository,microsoft,C#,3912.0,2017-08-23 20:04:04.000000,2026-07-01 09:44:01.000000,microsoft,https://github.com/microsoft/LUIS-Samples,Medium,Unknown,135.0,189.0,14.0,public,master
N/A,LWE_Library,GitHub Repository,microsoft,C,66.0,2017-08-02 22:15:16.000000,2026-07-27 06:26:12.000000,microsoft,https://github.com/microsoft/LWE_Library,Medium,Unknown,56.0,25.0,1.0,public,master
N/A,LaBench,GitHub Repository,microsoft,Go,37.0,2019-05-29 01:37:50.000000,2026-02-16 12:34:57.000000,microsoft,https://github.com/microsoft/LaBench,Medium,Unknown,94.0,16.0,2.0,public,master
N/A,Lab-SpringMVCtoSpringCloud,GitHub Repository,microsoft,N/A,13.0,2020-01-17 09:02:25.000000,2025-11-25 19:29:31.000000,microsoft,https://github.com/microsoft/Lab-SpringMVCtoSpringCloud,Medium,Unknown,3.0,2.0,0.0,public,master
N/A,LabanotationSuite,GitHub Repository,microsoft,JavaScript,45853.0,2020-01-21 20:47:07.000000,2026-07-30 12:53:33.000000,microsoft,https://github.com/microsoft/LabanotationSuite,Medium,Unknown,50.0,20.0,6.0,public,master
N/A,LeadingConversationalSearchbySuggestingUsefulQuestions,GitHub Repository,microsoft,N/A,14.0,2020-01-21 19:49:24.000000,2026-06-11 13:37:18.000000,microsoft,https://github.com/microsoft/LeadingConversationalSearchbySuggestingUsefulQuestions,Medium,Unknown,33.0,7.0,2.0,public,master
N/A,LeakMAPI,GitHub Repository,microsoft,C,183.0,2017-10-02 18:18:06.000000,2026-06-11 01:43:50.000000,microsoft,https://github.com/microsoft/LeakMAPI,Medium,Unknown,3.0,0.0,1.0,public,main
N/A,Legilimency,GitHub Repository,google,Python,27.0,2017-10-03 15:22:45.000000,2026-07-21 08:49:59.000000,google,https://github.com/google/Legilimency,Medium,Unknown,114.0,12.0,0.0,public,master
N/A,LightLDA,GitHub Repository,microsoft,C++,84.0,2015-09-11 02:42:49.000000,2026-07-09 20:26:56.000000,microsoft,https://github.com/microsoft/LightLDA,Medium,Unknown,845.0,231.0,45.0,public,master
N/A,Lipstick,GitHub Repository,netflix,JavaScript,5663.0,2013-05-21 18:56:30.000000,2026-07-10 13:20:50.000000,netflix,https://github.com/Netflix/Lipstick,Medium,Unknown,466.0,133.0,13.0,public,master
N/A,LiquidFunPaint,GitHub Repository,google,Java,3165.0,2014-06-06 23:20:56.000000,2026-07-21 08:29:09.000000,google,https://github.com/google/LiquidFunPaint,Medium,Unknown,168.0,53.0,4.0,public,develop
N/A,LocalizedStringKit,GitHub Repository,microsoft,Python,380.0,2020-02-10 14:16:58.000000,2026-08-03 20:26:14.000000,microsoft,https://github.com/microsoft/LocalizedStringKit,Medium,Unknown,293.0,12.0,6.0,public,master
N/A,Log-File-IP-Sanitizer-KVP,GitHub Repository,elastic,N/A,17.0,2022-09-16 20:16:15.000000,2026-04-13 20:39:13.000000,elastic,https://github.com/elastic/Log-File-IP-Sanitizer-KVP,Medium,Unknown,0.0,0.0,1.0,public,master
N/A,LogicLM,GitHub Repository,google,HTML,18048.0,2024-05-03 18:16:44.000000,2026-07-21 09:37:42.000000,google,https://github.com/google/LogicLM,Medium,Unknown,37.0,6.0,1.0,public,main
N/A,LogstashAgent,GitHub Repository,elastic,Python,827.0,2026-04-08 19:34:59.000000,2026-07-21 19:11:11.000000,elastic,https://github.com/elastic/LogstashAgent,Medium,Unknown,1.0,1.0,1.0,public,main
N/A,LogstashUI,GitHub Repository,elastic,Python,18540.0,2025-08-29 14:15:00.000000,2026-07-30 15:31:31.000000,elastic,https://github.com/elastic/LogstashUI,Medium,Unknown,26.0,4.0,3.0,public,main
N/A,LongitudinalDifferenceInDifferencesPy,GitHub Repository,microsoft,Python,2032.0,2019-07-01 22:07:41.000000,2025-11-25 19:30:21.000000,microsoft,https://github.com/microsoft/LongitudinalDifferenceInDifferencesPy,Medium,Unknown,16.0,10.0,4.0,public,master
N/A,Loop-Sample-Drives-Android,GitHub Repository,microsoft,Java,351.0,2016-09-13 18:43:26.000000,2025-11-25 19:28:15.000000,microsoft,https://github.com/microsoft/Loop-Sample-Drives-Android,Medium,Unknown,4.0,5.0,0.0,public,master
N/A,Loop-Sample-Hello-Android,GitHub Repository,microsoft,Java,163.0,2016-05-25 18:41:12.000000,2025-11-25 19:27:48.000000,microsoft,https://github.com/microsoft/Loop-Sample-Hello-Android,Medium,Unknown,6.0,6.0,1.0,public,develop
N/A,Loop-Sample-Location-IOS,GitHub Repository,microsoft,Swift,195.0,2016-06-02 17:45:36.000000,2025-11-25 19:28:06.000000,microsoft,https://github.com/microsoft/Loop-Sample-Location-IOS,Medium,Unknown,8.0,8.0,1.0,public,develop
N/A,Loop-Sample-TestUser-Android,GitHub Repository,microsoft,Java,348.0,2016-05-26 18:22:39.000000,2025-11-25 19:28:56.000000,microsoft,https://github.com/microsoft/Loop-Sample-TestUser-Android,Medium,Unknown,5.0,5.0,0.0,public,develop
N/A,Loop-Sample-Trips-Android,GitHub Repository,microsoft,Java,431.0,2016-06-06 20:21:59.000000,2026-07-01 19:29:08.000000,microsoft,https://github.com/microsoft/Loop-Sample-Trips-Android,Medium,Unknown,25.0,15.0,3.0,public,master
N/A,Loop-Sample-Trips-IOS,GitHub Repository,microsoft,Swift,524.0,2016-05-31 17:27:31.000000,2025-11-25 19:29:36.000000,microsoft,https://github.com/microsoft/Loop-Sample-Trips-IOS,Medium,Unknown,12.0,12.0,2.0,public,develop
N/A,Lumia-Imaging-SDK-Extras,GitHub Repository,microsoft,C++,1995.0,2014-11-06 14:50:23.000000,2025-11-25 19:27:39.000000,microsoft,https://github.com/microsoft/Lumia-Imaging-SDK-Extras,Medium,Unknown,26.0,16.0,2.0,public,master
N/A,Lumia-imaging-sdk,GitHub Repository,microsoft,C#,43551.0,2015-09-18 15:41:10.000000,2026-05-04 17:18:43.000000,microsoft,https://github.com/microsoft/Lumia-imaging-sdk,Medium,Unknown,78.0,37.0,18.0,public,master
N/A,MAB,GitHub Repository,google,R,298.0,2017-08-16 19:18:30.000000,2026-07-21 08:48:53.000000,google,https://github.com/google/MAB,Medium,Unknown,38.0,11.0,1.0,public,master
N/A,MAPIStubLibrary,GitHub Repository,microsoft,C,962.0,2017-02-03 02:19:52.000000,2026-07-30 13:48:59.000000,microsoft,https://github.com/microsoft/MAPIStubLibrary,Medium,Unknown,37.0,23.0,4.0,public,main
N/A,MASS,GitHub Repository,microsoft,Python,3044.0,2019-05-27 13:02:49.000000,2026-07-21 00:05:39.000000,microsoft,https://github.com/microsoft/MASS,Medium,Unknown,1116.0,203.0,69.0,public,master
N/A,MCAS,GitHub Repository,microsoft,PowerShell,4780.0,2016-05-19 22:16:24.000000,2025-11-25 19:27:51.000000,microsoft,https://github.com/microsoft/MCAS,Medium,Unknown,86.0,45.0,28.0,public,master
N/A,MCCO,GitHub Repository,microsoft,N/A,7.0,2019-03-31 09:24:32.000000,2025-11-25 19:29:26.000000,microsoft,https://github.com/microsoft/MCCO,Medium,Unknown,3.0,4.0,0.0,public,master
N/A,MCSBusinessApplicationsDynamicsFSUtilityIndustry,GitHub Repository,microsoft,N/A,7270.0,2019-11-20 21:55:02.000000,2025-11-25 19:30:14.000000,microsoft,https://github.com/microsoft/MCSBusinessApplicationsDynamicsFSUtilityIndustry,Medium,Unknown,7.0,13.0,9.0,public,master
N/A,MDE-PowerBI-Templates,GitHub Repository,microsoft,PowerShell,3762.0,2019-04-02 22:01:05.000000,2026-07-23 15:15:34.000000,microsoft,https://github.com/microsoft/MDE-PowerBI-Templates,Medium,Unknown,225.0,121.0,26.0,public,master
N/A,MFCStoreClient,GitHub Repository,microsoft,C++,114.0,2018-12-07 21:14:34.000000,2026-06-11 12:56:13.000000,microsoft,https://github.com/microsoft/MFCStoreClient,Medium,Unknown,20.0,10.0,2.0,public,master
N/A,MHA,GitHub Repository,microsoft,TypeScript,9657.0,2017-02-03 01:59:12.000000,2026-08-03 17:08:47.000000,microsoft,https://github.com/microsoft/MHA,Medium,Unknown,382.0,64.0,20.0,public,main
N/A,MIEngine,GitHub Repository,microsoft,C#,12533.0,2015-05-28 00:44:08.000000,2026-07-28 17:41:21.000000,microsoft,https://github.com/microsoft/MIEngine,Medium,Unknown,857.0,230.0,162.0,public,main
N/A,MIMConfigDocumenter,GitHub Repository,microsoft,C#,1102.0,2017-05-15 20:37:47.000000,2025-11-25 19:29:51.000000,microsoft,https://github.com/microsoft/MIMConfigDocumenter,Medium,Unknown,49.0,15.0,8.0,public,master
N/A,MIMDSC,GitHub Repository,microsoft,PowerShell,423.0,2019-02-09 21:25:14.000000,2026-06-11 13:01:22.000000,microsoft,https://github.com/microsoft/MIMDSC,Medium,Unknown,27.0,8.0,3.0,public,master
N/A,MIMPowerShellConnectors,GitHub Repository,microsoft,PowerShell,519.0,2016-01-16 16:08:55.000000,2025-11-25 19:29:57.000000,microsoft,https://github.com/microsoft/MIMPowerShellConnectors,Medium,Unknown,47.0,36.0,13.0,public,master
N/A,MIMWAL,GitHub Repository,microsoft,C#,2749.0,2015-12-02 14:08:35.000000,2025-11-25 19:28:43.000000,microsoft,https://github.com/microsoft/MIMWAL,Medium,Unknown,105.0,34.0,10.0,public,master
N/A,ML-Server,GitHub Repository,microsoft,PowerShell,85230.0,2017-09-14 20:04:16.000000,2025-12-09 22:40:19.000000,microsoft,https://github.com/microsoft/ML-Server,Medium,Unknown,61.0,25.0,0.0,public,master
N/A,ML-Server-Python-Samples,GitHub Repository,microsoft,Jupyter Notebook,3739.0,2017-09-13 19:22:10.000000,2026-01-21 20:53:11.000000,microsoft,https://github.com/microsoft/ML-Server-Python-Samples,Medium,Unknown,60.0,76.0,0.0,public,master
N/A,MLADS2018-QuantumML,GitHub Repository,microsoft,Q#,3156.0,2018-10-18 18:50:53.000000,2026-06-11 12:50:21.000000,microsoft,https://github.com/microsoft/MLADS2018-QuantumML,Medium,Unknown,54.0,30.0,0.0,public,master
N/A,MLFlow.NET,GitHub Repository,microsoft,C#,65.0,2018-12-05 05:59:16.000000,2025-11-25 19:29:42.000000,microsoft,https://github.com/microsoft/MLFlow.NET,Medium,Unknown,29.0,12.0,1.0,public,master
N/A,MLHyperparameterTuning,GitHub Repository,microsoft,Jupyter Notebook,995.0,2018-08-14 17:13:18.000000,2026-08-03 17:23:29.000000,microsoft,https://github.com/microsoft/MLHyperparameterTuning,Medium,Unknown,62.0,33.0,16.0,public,master
N/A,MLOS,GitHub Repository,microsoft,Python,9278.0,2020-04-06 21:33:40.000000,2026-07-28 19:41:19.000000,microsoft,https://github.com/microsoft/MLOS,Medium,Unknown,174.0,73.0,134.0,public,main
N/A,MLOps,GitHub Repository,microsoft,Jupyter Notebook,383264.0,2019-05-03 20:55:03.000000,2026-08-03 17:25:15.000000,microsoft,https://github.com/microsoft/MLOps,Medium,Unknown,2112.0,605.0,16.0,public,master
N/A,MLOpsPython,GitHub Repository,microsoft,Python,13162.0,2019-01-29 19:48:00.000000,2026-07-29 00:08:09.000000,microsoft,https://github.com/microsoft/MLOpsPython,Medium,Unknown,1318.0,1158.0,83.0,public,master
N/A,MLOpsSamples,GitHub Repository,microsoft,Python,227.0,2019-05-03 19:43:11.000000,2026-03-04 06:29:43.000000,microsoft,https://github.com/microsoft/MLOpsSamples,Medium,Unknown,13.0,12.0,3.0,public,master
N/A,MLOps_VideoAnomalyDetection,GitHub Repository,microsoft,Python,19008.0,2019-05-02 16:45:29.000000,2026-08-03 17:24:29.000000,microsoft,https://github.com/microsoft/MLOps_VideoAnomalyDetection,Medium,Unknown,136.0,54.0,4.0,public,master
N/A,MLontheEdgeCodeProject,GitHub Repository,microsoft,Python,39.0,2018-08-20 18:47:19.000000,2026-06-17 14:23:40.000000,microsoft,https://github.com/microsoft/MLontheEdgeCodeProject,Medium,Unknown,10.0,10.0,0.0,public,master
N/A,MMdnn,GitHub Repository,microsoft,Python,37218.0,2017-08-16 08:03:52.000000,2026-07-28 14:25:21.000000,microsoft,https://github.com/microsoft/MMdnn,Medium,Unknown,5805.0,958.0,337.0,public,master
N/A,MOE,GitHub Repository,google,Java,11994.0,2015-05-10 05:38:36.000000,2026-07-31 03:15:26.000000,google,https://github.com/google/MOE,Medium,Unknown,423.0,79.0,29.0,public,master
N/A,MOE-py,GitHub Repository,google,Java,616.0,2015-05-13 18:19:15.000000,2026-07-21 08:35:37.000000,google,https://github.com/google/MOE-py,Medium,Unknown,7.0,8.0,8.0,public,master
N/A,MPI.NET,GitHub Repository,microsoft,C#,1031.0,2018-01-17 16:04:30.000000,2025-11-25 19:29:42.000000,microsoft,https://github.com/microsoft/MPI.NET,Medium,Unknown,33.0,13.0,0.0,public,master
N/A,MRDL_Unity_LunarModule,GitHub Repository,microsoft,C#,55334.0,2017-05-20 00:23:21.000000,2026-06-11 00:59:49.000000,microsoft,https://github.com/microsoft/MRDL_Unity_LunarModule,Medium,Unknown,88.0,40.0,5.0,public,master
N/A,MRDL_Unity_PeriodicTable,GitHub Repository,microsoft,C#,287839.0,2017-04-21 17:20:01.000000,2026-07-03 11:43:43.000000,microsoft,https://github.com/microsoft/MRDL_Unity_PeriodicTable,Medium,Unknown,264.0,100.0,7.0,public,master
N/A,MRDL_Unity_Surfaces,GitHub Repository,microsoft,C#,1072328.0,2019-10-15 16:00:48.000000,2026-07-25 10:56:22.000000,microsoft,https://github.com/microsoft/MRDL_Unity_Surfaces,Medium,Unknown,88.0,26.0,4.0,public,master
N/A,MRDesignLabs,GitHub Repository,microsoft,C#,48.0,2017-04-21 17:23:43.000000,2026-06-11 00:56:22.000000,microsoft,https://github.com/microsoft/MRDesignLabs,Medium,Unknown,66.0,33.0,2.0,public,master
N/A,MRDesignLabs_Unity_Tools,GitHub Repository,microsoft,C#,37639.0,2017-06-26 22:55:26.000000,2025-11-25 19:28:46.000000,microsoft,https://github.com/microsoft/MRDesignLabs_Unity_Tools,Medium,Unknown,61.0,29.0,11.0,public,master
N/A,MRLightingTools-Unity,GitHub Repository,microsoft,C#,6994.0,2019-02-11 23:08:43.000000,2026-04-28 07:36:30.000000,microsoft,https://github.com/microsoft/MRLightingTools-Unity,Medium,Unknown,195.0,24.0,9.0,public,master
N/A,MRSWorkshopStudent,GitHub Repository,microsoft,R,6930.0,2016-12-19 17:36:38.000000,2026-06-11 12:49:53.000000,microsoft,https://github.com/microsoft/MRSWorkshopStudent,Medium,Unknown,9.0,8.0,0.0,public,master
N/A,MS-DOS,GitHub Repository,microsoft,Assembly,120196.0,2018-06-25 18:26:02.000000,2026-08-04 09:35:50.000000,microsoft,https://github.com/microsoft/MS-DOS,Medium,Unknown,32282.0,4664.0,3.0,public,main
N/A,MS-Lumos,GitHub Repository,microsoft,Python,1551.0,2019-11-21 20:05:35.000000,2026-06-11 13:33:08.000000,microsoft,https://github.com/microsoft/MS-Lumos,Medium,Unknown,121.0,16.0,6.0,public,master
N/A,MS-SNSD,GitHub Repository,microsoft,HTML,4124006.0,2019-08-26 06:25:24.000000,2026-07-29 04:33:14.000000,microsoft,https://github.com/microsoft/MS-SNSD,Medium,Unknown,599.0,161.0,18.0,public,master
N/A,MSAdvertisingSamples,GitHub Repository,microsoft,HTML,1318.0,2018-05-02 06:42:05.000000,2026-06-11 02:43:37.000000,microsoft,https://github.com/microsoft/MSAdvertisingSamples,Medium,Unknown,9.0,6.0,4.0,public,master
N/A,MSBuildForUnity,GitHub Repository,microsoft,C#,2970.0,2019-07-30 19:20:02.000000,2026-06-24 20:38:44.000000,microsoft,https://github.com/microsoft/MSBuildForUnity,Medium,Unknown,360.0,34.0,50.0,public,master
N/A,MSBuildLocator,GitHub Repository,microsoft,C#,374.0,2017-08-18 22:35:08.000000,2026-06-16 06:42:18.000000,microsoft,https://github.com/microsoft/MSBuildLocator,Medium,Unknown,260.0,91.0,32.0,public,main
N/A,MSBuildPrediction,GitHub Repository,microsoft,C#,429.0,2019-06-03 21:02:31.000000,2026-04-29 15:43:55.000000,microsoft,https://github.com/microsoft/MSBuildPrediction,Medium,Unknown,41.0,16.0,8.0,public,main
N/A,MSBuildSdks,GitHub Repository,microsoft,C#,1263.0,2018-01-30 16:49:11.000000,2026-06-28 04:36:40.000000,microsoft,https://github.com/microsoft/MSBuildSdks,Medium,Unknown,507.0,95.0,73.0,public,main
N/A,MSBuildStaticGraphTester,GitHub Repository,microsoft,C#,1890.0,2019-04-30 19:53:35.000000,2025-11-25 19:27:53.000000,microsoft,https://github.com/microsoft/MSBuildStaticGraphTester,Medium,Unknown,7.0,7.0,1.0,public,master
N/A,MSFT.Network.Diag,GitHub Repository,microsoft,PowerShell,40.0,2019-06-02 00:15:32.000000,2026-06-11 13:15:05.000000,microsoft,https://github.com/microsoft/MSFT.Network.Diag,Medium,Unknown,18.0,9.0,1.0,public,master
N/A,MSFT.Network.Tools,GitHub Repository,microsoft,PowerShell,47.0,2019-05-28 23:53:37.000000,2026-07-12 09:17:11.000000,microsoft,https://github.com/microsoft/MSFT.Network.Tools,Medium,Unknown,15.0,6.0,1.0,public,master
N/A,MSGraphNotifications,GitHub Repository,microsoft,C#,1643.0,2019-10-23 23:35:17.000000,2025-11-25 19:30:51.000000,microsoft,https://github.com/microsoft/MSGraphNotifications,Medium,Unknown,9.0,7.0,17.0,public,master
N/A,MSITARM,GitHub Repository,microsoft,PowerShell,6043.0,2016-03-15 18:59:03.000000,2026-07-06 04:18:14.000000,microsoft,https://github.com/microsoft/MSITARM,Medium,Unknown,28.0,31.0,4.0,public,master
N/A,MSIX-Labs,GitHub Repository,microsoft,C#,241973.0,2019-05-28 06:52:52.000000,2026-07-18 12:49:58.000000,microsoft,https://github.com/microsoft/MSIX-Labs,Medium,Unknown,107.0,32.0,7.0,public,master
N/A,MSIX-PackageSupportFramework,GitHub Repository,microsoft,C++,4633.0,2018-06-07 00:38:01.000000,2026-07-26 11:47:01.000000,microsoft,https://github.com/microsoft/MSIX-PackageSupportFramework,Medium,Unknown,132.0,63.0,29.0,public,main
N/A,MSIX-Toolkit,GitHub Repository,microsoft,C#,16352.0,2019-01-09 23:22:30.000000,2026-08-04 06:44:38.000000,microsoft,https://github.com/microsoft/MSIX-Toolkit,Medium,Unknown,195.0,49.0,6.0,public,master
N/A,MSLab,GitHub Repository,microsoft,PowerShell,132944.0,2016-04-20 19:37:09.000000,2026-07-30 14:01:12.000000,microsoft,https://github.com/microsoft/MSLab,Medium,Unknown,1298.0,302.0,23.0,public,master
N/A,MSMARCO-Conversational-Search,GitHub Repository,microsoft,Python,18.0,2019-05-15 18:45:55.000000,2026-06-11 13:13:04.000000,microsoft,https://github.com/microsoft/MSMARCO-Conversational-Search,Medium,Unknown,115.0,20.0,1.0,public,master
N/A,MSMARCO-Passage-Ranking,GitHub Repository,microsoft,Jupyter Notebook,8147.0,2019-05-15 18:44:59.000000,2026-08-01 11:41:51.000000,microsoft,https://github.com/microsoft/MSMARCO-Passage-Ranking,Medium,Unknown,346.0,36.0,8.0,public,master
N/A,MSMARCO-Question-Answering,GitHub Repository,microsoft,Python,87527.0,2019-05-15 18:42:55.000000,2026-07-09 06:10:24.000000,microsoft,https://github.com/microsoft/MSMARCO-Question-Answering,Medium,Unknown,234.0,35.0,3.0,public,master
