Organization,Repository_Name,Language,Visibility,Repository_Size_KB,Stars,Forks,Open_Issues,Created_Date,Updated_Date,Default_Branch,Repository_URL
microsoft,agogosml,Python,public,3347,34,13,13,2018-09-17T10:54:51Z,2025-08-07T12:23:10Z,master,https://github.com/microsoft/agogosml
microsoft,EndUserExpertBotSystem,C#,public,510,10,10,7,2018-09-18T18:37:50Z,2025-11-25T19:19:49Z,master,https://github.com/microsoft/EndUserExpertBotSystem
microsoft,prose-codeaccelerator,,public,10,6,6,2,2018-09-19T04:09:21Z,2025-11-25T19:30:27Z,master,https://github.com/microsoft/prose-codeaccelerator
microsoft,BotFramework-Services,,public,14,43,11,8,2018-09-19T17:39:17Z,2026-07-02T07:10:01Z,master,https://github.com/microsoft/BotFramework-Services
microsoft,hpc-api,C#,public,19,17,4,2,2018-09-20T12:10:51Z,2025-11-25T19:20:53Z,master,https://github.com/microsoft/hpc-api
microsoft,redhat-mw-cloud-quickstart,Shell,public,14901,5,16,2,2018-09-20T18:33:45Z,2024-06-13T20:50:08Z,master,https://github.com/microsoft/redhat-mw-cloud-quickstart
microsoft,Windows-appsample-Xaml-Hosting,,public,421,34,17,1,2018-09-20T22:46:59Z,2026-06-11T12:48:25Z,master,https://github.com/microsoft/Windows-appsample-Xaml-Hosting
microsoft,cognitive-face-dotnet,C#,public,91,8,9,2,2018-09-21T03:04:29Z,2026-06-11T12:48:31Z,master,https://github.com/microsoft/cognitive-face-dotnet
microsoft,vscode-linux-build-agent,Shell,public,185,44,45,3,2018-09-21T06:56:09Z,2026-06-03T16:21:23Z,main,https://github.com/microsoft/vscode-linux-build-agent
microsoft,xterm.js,TypeScript,public,7259,16,8,0,2018-09-21T19:31:08Z,2025-06-02T11:57:55Z,vscode,https://github.com/microsoft/xterm.js
microsoft,MobileTrendVis,JavaScript,public,2774,7,7,2,2018-09-21T21:58:14Z,2026-06-15T08:11:38Z,master,https://github.com/microsoft/MobileTrendVis
microsoft,azure-devops-extension-sample,TypeScript,public,867,305,199,80,2018-09-24T13:53:13Z,2026-07-30T20:45:37Z,master,https://github.com/microsoft/azure-devops-extension-sample
microsoft,sqlmlutils,R,public,4275,36,32,14,2018-09-24T18:57:37Z,2025-11-11T00:07:43Z,master,https://github.com/microsoft/sqlmlutils
microsoft,Trill,C#,public,10706,1268,133,49,2018-09-26T18:48:30Z,2026-07-16T04:10:23Z,master,https://github.com/microsoft/Trill
microsoft,AISchoolTutorials,C#,public,46285,53,45,41,2018-09-26T18:57:13Z,2026-07-18T12:49:32Z,master,https://github.com/microsoft/AISchoolTutorials
microsoft,ADU,PowerShell,public,251,9,9,1,2018-09-27T18:29:25Z,2026-06-11T12:49:09Z,master,https://github.com/microsoft/ADU
microsoft,frameworkcontroller,Go,public,13970,170,44,2,2018-09-28T09:48:13Z,2026-06-11T10:24:05Z,master,https://github.com/microsoft/frameworkcontroller
microsoft,SDCM,C#,public,122,42,25,1,2018-09-30T16:35:23Z,2026-08-02T22:25:53Z,main,https://github.com/microsoft/SDCM
microsoft,APS_Query_Toolbox,,public,148,5,4,1,2018-10-01T18:26:49Z,2026-06-11T12:49:24Z,master,https://github.com/microsoft/APS_Query_Toolbox
microsoft,Azure_Synapse_Toolbox,TSQL,public,14627,298,124,16,2018-10-01T18:30:21Z,2026-07-18T12:49:32Z,master,https://github.com/microsoft/Azure_Synapse_Toolbox
microsoft,mu_silicon_arm_tiano,Python,public,302935,52,46,1,2018-10-01T20:07:48Z,2026-03-11T05:57:54Z,release/202511,https://github.com/microsoft/mu_silicon_arm_tiano
microsoft,mu_silicon_intel_tiano,Python,public,311282,32,41,0,2018-10-01T20:08:42Z,2026-03-11T05:57:55Z,release/202511,https://github.com/microsoft/mu_silicon_intel_tiano
microsoft,SparseSC,Python,public,3935,90,31,19,2018-10-01T21:49:20Z,2026-03-27T16:00:23Z,master,https://github.com/microsoft/SparseSC
microsoft,SmartHotel360-IoT,C#,public,31172,100,64,0,2018-10-02T16:45:21Z,2026-06-16T10:29:12Z,master,https://github.com/microsoft/SmartHotel360-IoT
microsoft,jericho,C,public,6725,330,45,9,2018-10-02T18:09:18Z,2026-07-29T13:29:07Z,master,https://github.com/microsoft/jericho
microsoft,azure-devops-extension-api,TypeScript,public,1633,125,53,93,2018-10-02T19:08:25Z,2026-07-16T17:53:16Z,master,https://github.com/microsoft/azure-devops-extension-api
microsoft,deterministic-variational-inference,Jupyter Notebook,public,69,104,19,0,2018-10-02T22:08:15Z,2026-07-27T15:22:05Z,master,https://github.com/microsoft/deterministic-variational-inference
microsoft,bion,C#,public,1880,16,7,9,2018-10-03T19:55:01Z,2026-06-11T12:50:06Z,main,https://github.com/microsoft/bion
microsoft,Intune-DeviceAdmins,PowerShell,public,893,92,29,3,2018-10-03T23:49:37Z,2026-08-01T08:11:58Z,master,https://github.com/microsoft/Intune-DeviceAdmins
microsoft,NetworkDirect,C++,public,999,74,42,9,2018-10-04T18:13:23Z,2026-05-31T16:53:52Z,master,https://github.com/microsoft/NetworkDirect
microsoft,Microsoft-MPI,C++,public,2305,299,81,46,2018-10-04T21:08:14Z,2026-06-26T07:50:09Z,master,https://github.com/microsoft/Microsoft-MPI
microsoft,WinDbg-Samples,C++,public,7210,821,135,6,2018-10-04T21:17:22Z,2026-08-03T13:00:22Z,master,https://github.com/microsoft/WinDbg-Samples
microsoft,BotFramework-DirectLine-DotNet,C#,public,436,29,40,17,2018-10-06T16:14:55Z,2025-11-25T19:22:35Z,main,https://github.com/microsoft/BotFramework-DirectLine-DotNet
microsoft,Nonprofits,TypeScript,public,71105,102,37,4,2018-10-08T21:35:33Z,2026-07-31T19:02:17Z,master,https://github.com/microsoft/Nonprofits
microsoft,AIforEarth-API-Development,Jupyter Notebook,public,6071,75,42,2,2018-10-08T22:01:20Z,2026-06-18T15:16:23Z,master,https://github.com/microsoft/AIforEarth-API-Development
microsoft,gather,Jupyter Notebook,public,10956,535,36,38,2018-10-08T23:32:10Z,2026-07-27T20:04:06Z,master,https://github.com/microsoft/gather
microsoft,Requirements,PowerShell,public,293,159,25,18,2018-10-09T00:51:55Z,2025-02-05T14:30:41Z,master,https://github.com/microsoft/Requirements
microsoft,CFU,C,public,565,68,25,18,2018-10-09T14:51:39Z,2026-07-11T06:21:22Z,master,https://github.com/microsoft/CFU
microsoft,DataStreamerConnect,JavaScript,public,9897,7,10,0,2018-10-09T19:41:20Z,2026-02-20T22:37:36Z,master,https://github.com/microsoft/DataStreamerConnect
microsoft,PAWTools,PowerShell,public,66,34,10,2,2018-10-09T21:13:49Z,2026-06-11T12:50:39Z,development,https://github.com/microsoft/PAWTools
microsoft,dpu-utils,Python,public,362,104,42,7,2018-10-10T11:20:02Z,2026-06-11T12:50:47Z,master,https://github.com/microsoft/dpu-utils
microsoft,hash-and-cache,JavaScript,public,117,8,9,10,2018-10-10T17:29:46Z,2026-07-15T08:11:46Z,master,https://github.com/microsoft/hash-and-cache
microsoft,TailwindTraders,CSS,public,49496,685,342,12,2018-10-10T21:56:46Z,2026-07-23T16:43:14Z,master,https://github.com/microsoft/TailwindTraders
microsoft,Biodiversity,Python,public,540892,1064,295,31,2018-10-11T18:02:42Z,2026-08-03T17:27:49Z,main,https://github.com/microsoft/Biodiversity
microsoft,llvm-mctoll,C++,public,1670,875,126,45,2018-10-11T21:55:59Z,2026-07-28T10:58:17Z,master,https://github.com/microsoft/llvm-mctoll
microsoft,snipe-it-api-cookbook,Ruby,public,103,13,6,0,2018-10-11T23:36:38Z,2026-06-15T00:39:54Z,main,https://github.com/microsoft/snipe-it-api-cookbook
microsoft,BuildXL,C#,public,108782,1015,167,19,2018-10-12T22:16:45Z,2026-08-03T23:29:26Z,main,https://github.com/microsoft/BuildXL
microsoft,vscode-node-sqlite3,PLpgSQL,public,76658,48,15,5,2018-10-15T19:28:33Z,2026-07-27T22:12:37Z,release/vscode,https://github.com/microsoft/vscode-node-sqlite3
microsoft,cloud-scanner,Python,public,306,13,10,2,2018-10-15T22:57:15Z,2025-11-25T19:22:09Z,master,https://github.com/microsoft/cloud-scanner
microsoft,cloud-scanner-azure,Python,public,268,7,6,0,2018-10-15T22:59:16Z,2023-11-16T17:20:20Z,master,https://github.com/microsoft/cloud-scanner-azure
microsoft,cloud-scanner-generic,Python,public,231,5,6,0,2018-10-15T23:01:40Z,2025-11-25T19:29:48Z,master,https://github.com/microsoft/cloud-scanner-generic
microsoft,cloud-scanner-azure-functions-sample,Python,public,225,6,10,0,2018-10-15T23:04:39Z,2025-11-25T19:29:32Z,master,https://github.com/microsoft/cloud-scanner-azure-functions-sample
microsoft,chokidar,JavaScript,public,1290,4,4,1,2018-10-16T18:36:26Z,2025-11-25T19:27:55Z,main,https://github.com/microsoft/chokidar
microsoft,fsevents,C,public,166,4,3,1,2018-10-17T14:39:42Z,2025-11-25T19:28:24Z,main,https://github.com/microsoft/fsevents
microsoft,ReactiveMachine,C#,public,4300,45,11,8,2018-10-17T16:22:13Z,2026-01-28T00:08:56Z,master,https://github.com/microsoft/ReactiveMachine
microsoft,SarTool,C++,public,26,8,9,2,2018-10-17T18:48:40Z,2026-07-20T14:34:07Z,master,https://github.com/microsoft/SarTool
microsoft,Mezzurite,JavaScript,public,7993,63,9,19,2018-10-17T23:24:28Z,2025-11-25T19:30:09Z,master,https://github.com/microsoft/Mezzurite
microsoft,AppCenter-SDK-Unity-Extension,C#,public,17243,70,41,7,2018-10-18T15:29:54Z,2026-06-15T08:11:58Z,develop,https://github.com/microsoft/AppCenter-SDK-Unity-Extension
microsoft,elasticqueue,Go,public,13,4,2,2,2018-10-18T18:37:06Z,2025-11-25T19:29:29Z,master,https://github.com/microsoft/elasticqueue
microsoft,MLADS2018-QuantumML,Q#,public,3156,54,30,0,2018-10-18T18:50:53Z,2026-06-11T12:50:21Z,master,https://github.com/microsoft/MLADS2018-QuantumML
microsoft,release-helper,C#,public,37,6,7,4,2018-10-18T18:58:42Z,2025-11-25T19:30:44Z,master,https://github.com/microsoft/release-helper
microsoft,NimbusML,Python,public,3960,292,61,81,2018-10-19T11:17:39Z,2026-06-16T10:31:48Z,master,https://github.com/microsoft/NimbusML
microsoft,NimbusML-Samples,Batchfile,public,1188,39,16,0,2018-10-19T11:19:18Z,2025-11-25T19:29:18Z,master,https://github.com/microsoft/NimbusML-Samples
microsoft,vscode-references-view,TypeScript,public,2883,113,30,1,2018-10-19T14:17:02Z,2026-06-28T14:36:26Z,main,https://github.com/microsoft/vscode-references-view
microsoft,vscode-typescript-tslint-plugin,TypeScript,public,474,185,38,0,2018-10-19T21:16:08Z,2026-06-30T12:11:11Z,main,https://github.com/microsoft/vscode-typescript-tslint-plugin
microsoft,spring-todo-app,Java,public,38,42,42,4,2018-10-20T16:22:20Z,2026-06-11T12:51:30Z,master,https://github.com/microsoft/spring-todo-app
microsoft,SmartHotel360-CouponManagement,Java,public,3935,7,110,0,2018-10-21T14:16:19Z,2025-04-30T01:37:06Z,master,https://github.com/microsoft/SmartHotel360-CouponManagement
microsoft,ContosoAir,JavaScript,public,1135,57,2457,19,2018-10-22T17:36:12Z,2026-07-18T12:49:34Z,master,https://github.com/microsoft/ContosoAir
microsoft,mu_oem_sample,C,public,1215,53,49,1,2018-10-22T18:23:34Z,2026-08-03T15:25:37Z,release/202511,https://github.com/microsoft/mu_oem_sample
microsoft,PowerBI-visuals-circlecard,TypeScript,public,880,40,37,17,2018-10-22T18:38:03Z,2026-04-24T10:15:17Z,master,https://github.com/microsoft/PowerBI-visuals-circlecard
microsoft,ApplicationInsights-JS-Mezzurite,HTML,public,314,10,7,4,2018-10-22T21:56:00Z,2025-11-25T19:29:25Z,master,https://github.com/microsoft/ApplicationInsights-JS-Mezzurite
microsoft,anymatch,JavaScript,public,77,8,5,0,2018-10-23T16:48:27Z,2025-11-25T19:24:46Z,master,https://github.com/microsoft/anymatch
microsoft,vscode-proxy-agent,TypeScript,public,562,25,17,8,2018-10-23T17:04:32Z,2026-07-13T18:28:38Z,main,https://github.com/microsoft/vscode-proxy-agent
microsoft,QuantumLibraries,Q#,public,13383,571,182,71,2018-10-23T18:26:23Z,2026-08-03T13:31:54Z,main,https://github.com/microsoft/QuantumLibraries
microsoft,idfix,C#,public,10954,165,121,0,2018-10-23T23:26:41Z,2026-08-03T09:05:11Z,master,https://github.com/microsoft/idfix
microsoft,epic-marbles,TypeScript,public,44,9,1,3,2018-10-24T01:10:01Z,2025-11-25T19:28:35Z,master,https://github.com/microsoft/epic-marbles
microsoft,XamlIslandBlogPostSample,C#,public,3436,21,9,5,2018-10-24T21:15:40Z,2026-06-11T12:51:50Z,master,https://github.com/microsoft/XamlIslandBlogPostSample
microsoft,eEVM,C++,public,3672,362,80,5,2018-10-25T22:03:09Z,2026-07-29T07:01:12Z,main,https://github.com/microsoft/eEVM
microsoft,dynamics-365-relationshipassistant-extensibility,CSS,public,281,4,9,2,2018-10-26T06:34:12Z,2026-06-11T12:52:09Z,master,https://github.com/microsoft/dynamics-365-relationshipassistant-extensibility
microsoft,msrc-dpu-learning-to-represent-edits,C#,public,28,27,9,0,2018-10-29T19:09:45Z,2025-11-25T19:30:07Z,master,https://github.com/microsoft/msrc-dpu-learning-to-represent-edits
microsoft,Multilingual-Model-Transfer,Python,public,60,79,23,1,2018-10-29T23:22:22Z,2026-06-11T12:52:15Z,main,https://github.com/microsoft/Multilingual-Model-Transfer
microsoft,manageability-toolkits,PowerShell,public,504,69,36,2,2018-10-29T23:58:38Z,2026-06-11T12:52:20Z,master,https://github.com/microsoft/manageability-toolkits
microsoft,onnxjs-demo,TypeScript,public,968132,142,63,8,2018-10-30T00:40:15Z,2025-11-25T19:30:14Z,master,https://github.com/microsoft/onnxjs-demo
microsoft,azure-iot-edge-vsts-extension,JavaScript,public,2673,8,9,1,2018-10-30T04:40:09Z,2025-11-25T19:28:03Z,master,https://github.com/microsoft/azure-iot-edge-vsts-extension
microsoft,Validate-DCB,PowerShell,public,1518,43,28,7,2018-10-30T16:37:07Z,2026-05-03T14:26:18Z,master,https://github.com/microsoft/Validate-DCB
microsoft,DevOps-Architecture,,public,11452,95,50,0,2018-10-30T17:35:54Z,2026-07-20T22:12:10Z,master,https://github.com/microsoft/DevOps-Architecture
microsoft,mu_build,Python,public,9046,7,5,0,2018-10-30T18:14:40Z,2025-11-25T19:28:53Z,release/201808,https://github.com/microsoft/mu_build
microsoft,artifacts-keyring,Python,public,130,44,22,8,2018-10-30T19:04:40Z,2026-06-11T15:39:24Z,master,https://github.com/microsoft/artifacts-keyring
microsoft,near-duplicate-code-detector,C#,public,39,104,30,8,2018-10-31T14:22:22Z,2026-06-15T08:12:06Z,main,https://github.com/microsoft/near-duplicate-code-detector
microsoft,webauthn,C,public,68,191,41,3,2018-10-31T17:28:23Z,2026-07-27T09:21:10Z,master,https://github.com/microsoft/webauthn
microsoft,az-ml-batch-score,Jupyter Notebook,public,352,18,23,1,2018-11-01T18:13:27Z,2025-11-25T19:28:28Z,master,https://github.com/microsoft/az-ml-batch-score
microsoft,WinUI-Gallery,C#,public,67820,3567,748,45,2018-11-01T18:24:11Z,2026-08-04T07:30:01Z,main,https://github.com/microsoft/WinUI-Gallery
microsoft,vssnapshotdebugger-docker,Dockerfile,public,56,21,11,2,2018-11-01T23:23:30Z,2026-06-11T12:52:40Z,main,https://github.com/microsoft/vssnapshotdebugger-docker
microsoft,ShaderConductor,C++,public,185,1839,262,26,2018-11-02T01:19:25Z,2026-07-28T10:58:19Z,master,https://github.com/microsoft/ShaderConductor
microsoft,academic-knowledge-exploration-services-utilities,PowerShell,public,11,12,8,1,2018-11-02T18:32:12Z,2026-06-11T12:52:46Z,master,https://github.com/microsoft/academic-knowledge-exploration-services-utilities
microsoft,Dynamics-365-for-Marketing---Power-BI-Reporting,Mathematica,public,506907,51,23,6,2018-11-03T17:05:49Z,2026-06-11T12:52:51Z,master,https://github.com/microsoft/Dynamics-365-for-Marketing---Power-BI-Reporting
microsoft,vscode-dev-containers,Shell,public,14225,4743,1370,216,2018-11-05T12:52:35Z,2026-08-01T20:25:59Z,main,https://github.com/microsoft/vscode-dev-containers
microsoft,nail_agent,Python,public,2751,47,14,6,2018-11-05T16:49:03Z,2025-11-25T19:30:00Z,master,https://github.com/microsoft/nail_agent
microsoft,Ros-Orchestration,C#,public,3768,28,10,28,2018-11-05T18:40:19Z,2026-06-11T12:50:29Z,master,https://github.com/microsoft/Ros-Orchestration
microsoft,SandDance,TypeScript,public,72200,7144,573,107,2018-11-05T22:45:31Z,2026-08-04T06:50:35Z,main,https://github.com/microsoft/SandDance
microsoft,Mezzurite-DevTools,JavaScript,public,1166,7,7,16,2018-11-06T20:44:24Z,2025-11-25T19:29:43Z,master,https://github.com/microsoft/Mezzurite-DevTools
microsoft,Microsoft.Shared.Dna.Hash,C#,public,34,12,7,1,2018-11-07T19:51:20Z,2026-06-11T12:53:04Z,master,https://github.com/microsoft/Microsoft.Shared.Dna.Hash
microsoft,vsts-coverage-charts,TypeScript,public,163,7,6,3,2018-11-07T20:40:17Z,2026-06-11T12:53:09Z,master,https://github.com/microsoft/vsts-coverage-charts
microsoft,wil,C++,public,2421,2961,297,150,2018-11-07T22:05:06Z,2026-08-03T19:49:00Z,master,https://github.com/microsoft/wil
microsoft,AzureStreamAnalyticsInVSCode,,public,13,3,5,3,2018-11-08T06:09:38Z,2025-11-25T19:30:26Z,master,https://github.com/microsoft/AzureStreamAnalyticsInVSCode
microsoft,MicrosoftGraphSecurity,PowerShell,public,72,47,9,7,2018-11-08T18:59:10Z,2025-11-25T19:30:05Z,master,https://github.com/microsoft/MicrosoftGraphSecurity
microsoft,SEAL,C++,public,5625,3998,773,112,2018-11-09T00:33:14Z,2026-08-04T11:57:34Z,main,https://github.com/microsoft/SEAL
microsoft,vscode-asa,,public,98,11,15,77,2018-11-09T04:58:59Z,2025-03-17T12:55:02Z,master,https://github.com/microsoft/vscode-asa
microsoft,onnxruntime,C++,public,1556186,21266,4092,1475,2018-11-10T02:22:53Z,2026-08-04T12:15:52Z,main,https://github.com/microsoft/onnxruntime
microsoft,Orb,C++,public,8778,39,14,22,2018-11-10T02:26:06Z,2026-06-11T12:53:39Z,master,https://github.com/microsoft/Orb
microsoft,SharePointDSC-Web,PowerShell,public,63,9,8,0,2018-11-12T16:00:49Z,2024-09-01T04:12:24Z,master,https://github.com/microsoft/SharePointDSC-Web
microsoft,FreeBSD-Test-Automation,PowerShell,public,3528,5,3,1,2018-11-12T18:06:38Z,2025-11-25T19:28:17Z,master,https://github.com/microsoft/FreeBSD-Test-Automation
microsoft,vscode-mezzurite,TypeScript,public,1782,6,7,15,2018-11-12T19:42:06Z,2025-08-01T16:35:39Z,master,https://github.com/microsoft/vscode-mezzurite
microsoft,mvnfeed-cli,Python,public,27,32,26,16,2018-11-12T21:07:19Z,2026-04-20T18:02:10Z,master,https://github.com/microsoft/mvnfeed-cli
microsoft,botframework-emulator-nightlies,,public,432,12,14,0,2018-11-13T06:39:55Z,2026-01-05T20:26:45Z,master,https://github.com/microsoft/botframework-emulator-nightlies
microsoft,IgniteTheTour,C#,public,56088,184,125,77,2018-11-13T15:08:01Z,2026-05-31T15:38:22Z,main,https://github.com/microsoft/IgniteTheTour
microsoft,Office365NetworkTools,PowerShell,public,14897,122,38,5,2018-11-13T20:43:02Z,2026-05-08T10:58:42Z,master,https://github.com/microsoft/Office365NetworkTools
microsoft,BITS-Manager,C#,public,1565,85,21,6,2018-11-14T02:25:06Z,2026-06-11T12:53:53Z,master,https://github.com/microsoft/BITS-Manager
microsoft,cmd-call-graph,Python,public,1348,57,22,8,2018-11-14T15:39:14Z,2026-04-20T17:33:22Z,main,https://github.com/microsoft/cmd-call-graph
microsoft,AIInstitute,HTML,public,280,4,4,0,2018-11-15T04:05:28Z,2025-11-25T19:28:53Z,master,https://github.com/microsoft/AIInstitute
microsoft,BCTech,AL,public,1955460,736,382,85,2018-11-15T09:56:08Z,2026-08-04T10:46:45Z,master,https://github.com/microsoft/BCTech
microsoft,ai-edu,HTML,public,989499,14086,2942,100,2018-11-16T04:36:22Z,2026-08-03T15:10:11Z,master,https://github.com/microsoft/ai-edu
microsoft,azure-pipelines-servicenow-app,,public,1104,11,21,4,2018-11-16T07:53:39Z,2026-04-06T06:14:55Z,master,https://github.com/microsoft/azure-pipelines-servicenow-app
microsoft,legacyapp,C++,public,11,5,1,1,2018-11-16T19:00:35Z,2026-06-11T12:54:14Z,main,https://github.com/microsoft/legacyapp
microsoft,kunlun,Go,public,3448,7,10,8,2018-11-20T01:05:25Z,2025-11-25T19:29:08Z,master,https://github.com/microsoft/kunlun
microsoft,mu_pip_build,Python,public,186,10,4,0,2018-11-21T00:24:59Z,2025-10-07T14:42:59Z,master,https://github.com/microsoft/mu_pip_build
microsoft,mu_pip_environment,Python,public,205,12,7,0,2018-11-21T00:26:02Z,2025-11-25T19:30:26Z,master,https://github.com/microsoft/mu_pip_environment
microsoft,mu_pip_python_library,Python,public,157,13,8,0,2018-11-21T00:26:57Z,2025-10-07T14:42:25Z,master,https://github.com/microsoft/mu_pip_python_library
microsoft,bedrock,HCL,public,39439,133,12,209,2018-11-21T00:33:06Z,2026-05-31T17:08:40Z,master,https://github.com/microsoft/bedrock
microsoft,Omex,C#,public,2426,78,39,19,2018-11-21T14:39:34Z,2026-07-31T12:21:45Z,main,https://github.com/microsoft/Omex
microsoft,release-util,C#,public,16,5,6,1,2018-11-21T22:19:23Z,2024-06-13T21:51:30Z,master,https://github.com/microsoft/release-util
microsoft,azpipelines-kubernetesUI,TypeScript,public,5263,24,9,27,2018-11-23T04:23:12Z,2025-11-25T19:22:33Z,master,https://github.com/microsoft/azpipelines-kubernetesUI
microsoft,ethr,Go,public,233,5863,405,51,2018-11-25T14:05:30Z,2026-07-31T09:52:59Z,master,https://github.com/microsoft/ethr
microsoft,cognitive-services-speech-sdk-js,TypeScript,public,73285,322,117,119,2018-11-26T15:29:04Z,2026-07-13T22:52:40Z,master,https://github.com/microsoft/cognitive-services-speech-sdk-js
microsoft,microsoft-ui-xaml-specs,,public,48981,121,40,30,2018-11-26T21:35:49Z,2026-06-15T21:53:51Z,master,https://github.com/microsoft/microsoft-ui-xaml-specs
microsoft,mixed-reality-extension-sdk,TypeScript,public,23465,142,58,227,2018-11-26T23:30:26Z,2026-04-20T23:31:32Z,master,https://github.com/microsoft/mixed-reality-extension-sdk
microsoft,azpipelines-kubernetesUI-WebApp,TypeScript,public,521,16,15,13,2018-11-27T05:47:50Z,2025-11-25T19:30:23Z,master,https://github.com/microsoft/azpipelines-kubernetesUI-WebApp
microsoft,TailwindTraders-Backend,C#,public,29249,196,3497,6,2018-11-27T22:56:54Z,2026-07-23T16:42:49Z,main,https://github.com/microsoft/TailwindTraders-Backend
microsoft,TailwindTraders-Mobile,C#,public,114668,318,217,2,2018-11-27T22:59:02Z,2026-07-20T17:01:23Z,master,https://github.com/microsoft/TailwindTraders-Mobile
microsoft,TailwindTraders-Desktop,C#,public,6770,78,71,0,2018-11-27T23:01:09Z,2026-07-30T07:38:35Z,main,https://github.com/microsoft/TailwindTraders-Desktop
microsoft,TailwindTraders-Rewards,C#,public,1733,56,73,1,2018-11-27T23:09:47Z,2025-03-29T07:49:50Z,main,https://github.com/microsoft/TailwindTraders-Rewards
microsoft,PLCrashReporter-Fork,Objective-C,public,17918,42,20,0,2018-11-28T01:50:08Z,2025-11-25T19:30:15Z,develop,https://github.com/microsoft/PLCrashReporter-Fork
microsoft,NLU.DevOps,C#,public,1073,37,22,39,2018-11-28T02:19:12Z,2025-09-01T15:37:35Z,master,https://github.com/microsoft/NLU.DevOps
microsoft,fluent-plugin-azure-storage-append-blob,Ruby,public,39,9,31,9,2018-11-28T19:43:15Z,2025-11-25T19:27:55Z,master,https://github.com/microsoft/fluent-plugin-azure-storage-append-blob
microsoft,windows_seh_tests,C,public,36,51,15,2,2018-11-28T23:46:17Z,2026-06-11T23:47:43Z,main,https://github.com/microsoft/windows_seh_tests
microsoft,azPipeline-KubernetesUI-devopsExtension,TypeScript,public,602,8,7,10,2018-11-29T12:08:34Z,2025-11-25T19:27:41Z,master,https://github.com/microsoft/azPipeline-KubernetesUI-devopsExtension
microsoft,Oryx,C#,public,91767,879,194,173,2018-11-29T16:01:27Z,2026-08-04T07:02:44Z,main,https://github.com/microsoft/Oryx
microsoft,mixed-reality-extension-sdk-samples,JavaScript,public,60182,93,76,62,2018-11-29T18:26:32Z,2026-05-19T23:26:17Z,master,https://github.com/microsoft/mixed-reality-extension-sdk-samples
microsoft,windows-container-networking,Go,public,12676,101,50,23,2018-11-29T23:22:04Z,2026-07-13T11:15:31Z,master,https://github.com/microsoft/windows-container-networking
microsoft,web-speech-cognitive-services,,public,5,3,4,1,2018-11-30T17:57:02Z,2026-06-11T12:55:03Z,master,https://github.com/microsoft/web-speech-cognitive-services
microsoft,TailwindTraders-Website,JavaScript,public,15984,279,3744,33,2018-11-30T20:14:44Z,2026-07-23T16:42:42Z,main,https://github.com/microsoft/TailwindTraders-Website
microsoft,pxt-editor-extension-sample,,public,5,2,5,1,2018-12-01T07:05:06Z,2026-06-11T12:55:08Z,master,https://github.com/microsoft/pxt-editor-extension-sample
microsoft,lsif-node,TypeScript,public,2898,197,39,16,2018-12-03T11:29:12Z,2026-06-30T06:40:54Z,main,https://github.com/microsoft/lsif-node
microsoft,AIVisualProvision,C#,public,145417,129,52,1,2018-12-03T19:58:53Z,2026-03-15T15:32:33Z,master,https://github.com/microsoft/AIVisualProvision
microsoft,Microsoft.Windows.Apps.Test,,public,1763,12,5,2,2018-12-03T22:38:12Z,2026-08-01T08:12:20Z,master,https://github.com/microsoft/Microsoft.Windows.Apps.Test
microsoft,vscode-azure-iot-tools,HTML,public,12830,21,19,31,2018-12-04T06:55:33Z,2024-08-06T01:34:30Z,master,https://github.com/microsoft/vscode-azure-iot-tools
microsoft,logmerge,Python,public,11,31,14,7,2018-12-05T01:23:21Z,2026-06-11T12:55:27Z,master,https://github.com/microsoft/logmerge
microsoft,MLFlow.NET,C#,public,65,29,12,1,2018-12-05T05:59:16Z,2025-11-25T19:29:42Z,master,https://github.com/microsoft/MLFlow.NET
microsoft,entref-spring-boot,Java,public,2877,18,21,44,2018-12-05T21:17:02Z,2025-11-25T19:19:49Z,master,https://github.com/microsoft/entref-spring-boot
microsoft,pvscbot,Python,public,162,25,17,19,2018-12-05T23:53:02Z,2026-07-22T19:32:33Z,master,https://github.com/microsoft/pvscbot
microsoft,AzureML-BERT,Jupyter Notebook,public,322,403,122,24,2018-12-06T00:25:38Z,2026-07-18T12:49:39Z,master,https://github.com/microsoft/AzureML-BERT
microsoft,sarif-web-component,TypeScript,public,2004,108,34,26,2018-12-06T19:01:07Z,2026-07-18T12:49:39Z,main,https://github.com/microsoft/sarif-web-component
microsoft,pxt-drv2605l,TypeScript,public,175,3,6,1,2018-12-06T19:03:44Z,2026-06-11T12:55:43Z,master,https://github.com/microsoft/pxt-drv2605l
microsoft,accessibility-insights-web,TypeScript,public,133696,911,175,64,2018-12-07T00:40:02Z,2026-08-03T15:36:12Z,main,https://github.com/microsoft/accessibility-insights-web
microsoft,accessibility-insights-windows,C#,public,9212,536,114,22,2018-12-07T00:48:10Z,2026-07-31T20:15:37Z,main,https://github.com/microsoft/accessibility-insights-windows
microsoft,accessibility-insights-service,TypeScript,public,24595,75,52,26,2018-12-07T00:55:32Z,2026-07-30T16:37:09Z,main,https://github.com/microsoft/accessibility-insights-service
microsoft,az-ml-realtime-score,Jupyter Notebook,public,1489,47,27,14,2018-12-07T16:04:12Z,2026-04-10T14:21:43Z,master,https://github.com/microsoft/az-ml-realtime-score
microsoft,marina,,public,29,7,5,0,2018-12-07T17:55:39Z,2025-11-25T19:29:34Z,master,https://github.com/microsoft/marina
